pk,record,datetime,user,project_id,VarLabel,VarName,VarDescription,FieldType,VarBlank,VarNull,Identifier,VarMaxDigits,VarMaxDecimalPlaces,VarMaxLength
932,1,2012-08-31 1:01,mwloweri,2,Animal 7,RUDASLangAnimal7         ,DESC          ,CharField,1,1,0,0,0,50
933,1,2012-08-31 1:01,mwloweri,2,Animal 8,RUDASLangAnimal8         ,DESC          ,CharField,1,1,0,0,0,50
942,1,2012-08-31 1:01,mwloweri,2,Language Total Score,RUDASLangTotalScr        ,DESC          ,BigIntegerField,1,1,0,0,0,NULL
943,1,2012-08-31 1:01,mwloweri,2,RUDAS Total Score,RUDASTotallScr8          ,DESC          ,BigIntegerField,1,1,0,0,0,NULL
991,1,2012-09-05 17:48,lisa,7,Motor Arm ,motorArm,Motor Arm ,RadioButton,1,1,0,NULL,NULL,NULL
992,1,2012-09-05 17:51,lisa,7,Motor Arm - A,motorArmAAssumptionOrJointFusionExplain,Motor Arm - A,TextField,1,0,0,NULL,NULL,NULL
993,1,2012-09-05 17:53,lisa,7,5a Left:,5aLeft,5a Left,CharField,1,0,0,NULL,NULL,15
994,1,2012-09-05 17:53,lisa,7,5b Right,5bRight,5b Right,CharField,1,0,0,NULL,NULL,15
995,1,2012-09-05 17:54,lisa,7,Motor Leg,motorLeg,Motor Leg,RadioButton,0,0,0,NULL,NULL,NULL
996,1,2012-09-05 18:06,lisa,7,"6A - Amputation or joint fusion, Explain",6aAmputationOrJointFusionExplain,"6A - Amputation or joint fusion, Explain:",TextField,1,0,0,NULL,NULL,NULL
1002,1,2012-09-05 19:15,lisa,7,Limb Ataxia:  Right Arm,limbAtaxiaRightArm,Limb Ataxia:  Right Arm,BooleanField,0,0,0,NULL,NULL,NULL
1003,1,2012-09-05 19:16,lisa,7,Limb Ataxia:  Left Arm,limbAtaxiaLeftArm,Limb Ataxia:  Left Arm,BooleanField,0,0,0,NULL,NULL,NULL
1004,1,2012-09-05 19:17,lisa,7,Limb Ataxia:  Right leg,limbAtaxiaRightLeg,Limb Ataxia:  Right leg,BooleanField,0,0,0,NULL,NULL,NULL
1005,1,2012-09-05 19:18,lisa,7,Limb Ataxia:  Left Leg,limbAtaxiaLeftLeg,Limb Ataxia:  Left Leg,BooleanField,0,0,0,NULL,NULL,NULL
1006,1,2012-09-05 19:24,lisa,7,"Limb Ataxia - Amputation or joint fusion, explain:",limbAtaxiaAmputationOrJointFusionExplain,"Limb Ataxia - Amputation or joint fusion, explain:",CharField,1,1,0,NULL,NULL,15
1007,1,2012-09-05 19:24,lisa,7,Sensory,sensory,Sensory,RadioButton,0,0,0,NULL,NULL,NULL
1008,1,2012-09-05 19:28,lisa,7,Best Language,bestLanguage,Best Language,RadioButton,0,0,0,NULL,NULL,NULL
1009,1,2012-09-05 19:37,lisa,7,Dysarthria,dysarthria,Dysarthria,RadioButton,0,0,0,NULL,NULL,NULL
1010,1,2012-09-06 19:17,lisa,7,Dysarthria:  Explain,dysarthriaExplain,Dysarthria:  Explain,CharField,0,0,0,NULL,NULL,100
1011,1,2012-09-06 19:20,lisa,7,Extinction and Inattention (Neglect),extinctionAndInattentionNeglect,Extinction and Inattention (Neglect),RadioButton,0,0,0,NULL,NULL,NULL
1012,1,2012-09-06 19:38,lisa,7,Total Score,totalScore,Total Score,BigIntegerField,0,0,0,NULL,NULL,NULL
1013,1,2012-09-06 19:42,lisa,7,PROVE-IT (Ethics #24416),proveItEthicsNumber24416,PROVE-IT (Ethics #24416),BigIntegerField,0,0,0,NULL,NULL,NULL
1014,1,2012-09-06 19:43,lisa,7,Signature Page 7,signaturePg7,Signature Page 7,CharField,0,0,0,NULL,NULL,50
1015,1,2012-09-06 19:43,lisa,7,Date Page 7,datePage7,Signature Page 7,DateField,0,0,0,NULL,NULL,NULL
1016,1,2012-09-06 19:51,lisa,7,Please return forms to Stroke Research RN.  Call 403.944.2863 or page #04753,pleaseReturnFormsToStrokeResearchRNCall4039442863orPage0473,Please return forms to Stroke Research RN.  Call 403.944.2863 or page #04753,BigIntegerField,0,0,0,NULL,NULL,NULL
1017,1,2012-09-06 19:52,lisa,7,Subject Initials Page 8,subjectInitialspg8,Subject Initials Page 8,CharField,0,0,0,NULL,NULL,15
1018,1,2012-09-06 19:53,lisa,7,Subject#: Page 8,subjectNumberPg8,Subject#: Page 8,CharField,0,0,0,NULL,NULL,15
1019,1,2012-09-06 19:55,lisa,7,Modified Rankin Scale (Baseline),modifiedRankinScaleBaseline,Modified Rankin Scale (Baseline),RadioButton,0,0,0,NULL,NULL,NULL
1020,1,2012-09-06 21:14,lisa,7,PROVE-IT (Ethics #24416),proveItEthicsNumber244161,PROVE-IT (Ethics #24416),BigIntegerField,0,0,0,NULL,NULL,NULL
1021,1,2012-09-06 21:15,lisa,7,Signature Page 8,signaturePg8,Signature Page 8,CharField,0,0,0,NULL,NULL,50
1022,1,2012-09-06 21:16,lisa,7,Date Page 8,datePage8,Date Page 8,DateField,0,0,0,NULL,NULL,NULL
1023,1,2012-09-06 21:20,lisa,7,Please return forms to Stroke Research RN.  Call 403.944.2863 or page #04753Pg8,pleaseReturnFormsToStrokeResearchRNCall4039442863orPage04753,Please return forms to Stroke Research RN.  Call 403.944.2863 or page #04753 Page 8,BigIntegerField,0,0,0,NULL,NULL,NULL
1024,1,2012-09-07 14:35,lisa,7,Subject Initials Page 10,subjectInitialspg10,Subject Initials Page 10,CharField,0,0,0,NULL,NULL,15
1025,1,2012-09-07 14:37,lisa,7,Subject#: Page 10,subjectNumberPg10,Subject#: Page 10,CharField,0,0,0,NULL,NULL,15
1026,1,2012-09-07 14:38,lisa,7,Physician Final Diagnosis Form - 90 Day Follow-Up,physicianFinalDiagnosisForm90DayFollowUp,Physician Final Diagnosis Form - 90 Day Follow-Up,BigIntegerField,0,0,0,NULL,NULL,NULL
1027,1,2012-09-07 14:39,lisa,7,1.  Has a 3 month follow up been completed,1HasA3MonthFollowUpBeenCompleted,1.  Has a 3 month follow up been completed,BooleanField,0,0,0,NULL,NULL,NULL
1028,1,2012-09-07 14:41,lisa,7,"If yes, date:",ifYesDate,"If yes, date:",DateField,0,0,0,NULL,NULL,NULL
1029,1,2012-09-07 14:41,lisa,7,Patient Visit,patientVisit,Patient Visit,BooleanField,0,0,0,NULL,NULL,NULL
1030,1,2012-09-07 14:41,lisa,7,Telephone,telephone,Telephone,BooleanField,0,0,0,NULL,NULL,NULL
1031,1,2012-09-07 14:42,lisa,7,If No:,ifNo,If No:,BigIntegerField,0,0,0,NULL,NULL,NULL
1032,1,2012-09-07 14:43,lisa,7,"Patient deceased, Date and cause of death",patientDeceasedDateAndCauseOfDeath,"Patient deceased, Date and cause of death",CharField,0,0,0,NULL,NULL,100
1033,1,2012-09-07 14:44,lisa,7,Other Reason:,otherReason,Other Reason:,CharField,0,0,0,NULL,NULL,100
1034,1,2012-09-07 14:45,lisa,7,2.  Has the subject had:,2HasTheSubjectHad,2.  Has the subject had:,BigIntegerField,0,0,0,NULL,NULL,NULL
1035,1,2012-09-07 14:46,lisa,7,A recurrent Stroke,aRecurrentStroke,A recurrent Stroke,BooleanField,0,0,0,NULL,NULL,NULL
1036,1,2012-09-07 14:46,lisa,7,A recurrent Stroke,aRecurrentStroke2,A recurrent Stroke,DateField,0,0,0,NULL,NULL,NULL
1037,1,2012-09-07 14:47,lisa,7,A recurrent TIA,aRecurrentTIA,A recurrent TIA,BooleanField,0,0,0,NULL,NULL,NULL
1038,1,2012-09-07 14:49,lisa,7,A recurrent TIA2,aRecurrentTIA2,A recurrent TIA2,DateField,0,0,0,NULL,NULL,NULL
1039,1,2012-09-07 14:50,lisa,7,A Myocardial Infarction,aMyocardialInfarction,A Myocardial Infarction,BooleanField,0,0,0,NULL,NULL,NULL
1040,1,2012-09-07 14:50,lisa,7,A Myocardial Infarction2,aMyocardialInfarction2,A Myocardial Infarction2,DateField,0,0,0,NULL,NULL,NULL
1041,1,2012-09-07 14:52,lisa,7,3.  Has the patient been treated with any of the following during the past 90 days,3HasThePatientBeenTreatedWithAnyOfTheFollowingDuringThePast90,3.  Has the patient been treated with any of the following during the past 90 days,BigIntegerField,0,0,0,NULL,NULL,NULL
1042,1,2012-09-07 14:53,lisa,7,Carotid endarterectomy,carotidEndarterectomy,Carotid endarterectomy,BooleanField,0,0,0,NULL,NULL,NULL
1043,1,2012-09-07 14:54,lisa,7,Carotid endarterectomy2,carotidEndarterectomy2,Carotid endarterectomy2,DateField,0,0,0,NULL,NULL,NULL
1044,1,2012-09-07 14:55,lisa,7,Carotid artery stenting,carotidArteryStenting2,Carotid artery stenting,BooleanField,0,0,0,NULL,NULL,NULL
1045,1,2012-09-07 14:56,lisa,7,Intracranial Stenting,intracranialStenting,Intracranial Stenting,BooleanField,0,0,0,NULL,NULL,NULL
1046,1,2012-09-07 14:57,lisa,7,Intracranial Stenting2,intracranialStenting2,Intracranial Stenting2,DateField,0,0,0,NULL,NULL,NULL
1047,1,2012-09-07 14:58,lisa,7,4.  Medications prescribed after enrolment in study:,medicationsPrescribedAfterEnrolmentInStudy,4.  Medications prescribed after enrolment in study:,BooleanField,0,0,0,NULL,NULL,NULL
1048,1,2012-09-07 14:59,lisa,7,Aspirin,aspirin2,Aspirin,BooleanField,0,0,0,NULL,NULL,NULL
1049,1,2012-09-07 14:59,lisa,7,Clopidogrel2,clopidogrel2,Clopidogrel2,BooleanField,0,0,0,NULL,NULL,NULL
1050,1,2012-09-07 15:00,lisa,7,Aggrenox2,aggrenox2,Aggrenox2,BooleanField,0,0,0,NULL,NULL,NULL
1051,1,2012-09-07 15:01,lisa,7,Heparin (full dose therapeutic),heparinFullDoseTherapeutic,Heparin (full dose therapeutic),BooleanField,0,0,0,NULL,NULL,NULL
1052,1,2012-09-07 15:01,lisa,7,Statin,statin,Statin,BooleanField,0,0,0,NULL,NULL,NULL
1053,1,2012-09-07 15:02,lisa,7,Coumadin,coumadin,Coumadin,BooleanField,0,0,0,NULL,NULL,NULL
1054,1,2012-09-07 15:02,lisa,7,Dabigatran2,dabigatran2,Dabigatran2,BooleanField,0,0,0,NULL,NULL,NULL
1055,1,2012-09-07 15:03,lisa,7,Rivaroxaban2,rivaroxaban2,Rivaroxaban2,BooleanField,0,0,0,NULL,NULL,NULL
1056,1,2012-09-07 15:03,lisa,7,Insulin2,insulin2,Insulin2,BooleanField,0,0,0,NULL,NULL,NULL
1057,1,2012-09-07 15:03,lisa,7,Biguanides2,biguanides2,Biguanides2,BooleanField,0,0,0,NULL,NULL,NULL
1058,1,2012-09-07 15:04,lisa,7,Other OHA's2,otherOHAs2,Other OHA's2,BooleanField,0,0,0,NULL,NULL,NULL
1059,1,2012-09-07 15:05,lisa,7,PROVE-IT (Ethics #24416)B,proveItEthicsNumber24416B,PROVE-IT (Ethics #24416) B,BigIntegerField,0,0,0,NULL,NULL,NULL
1060,1,2012-09-07 15:06,lisa,7,Signature Page 10,signaturePg10,Signature Page 10,CharField,0,0,0,NULL,NULL,50
1061,1,2012-09-07 15:07,lisa,7,Date Page 10,datePage10,Date Page 10,DateField,0,0,0,NULL,NULL,NULL
1062,1,2012-09-07 15:09,lisa,7,Please return forms to Stroke Research RN.  Call 403.944.2863 or page #04753Pg10,pleaseReturnFormsToStrokeResearchRNCall4039442863orPage10,Please return forms to Stroke Research RN.  Call 403.944.2863 or page #04753 Page 10,BigIntegerField,0,0,0,NULL,NULL,NULL
1063,1,2012-09-07 15:10,lisa,7,Subject Initials Page 11,subjectInitialspg11,Subject Initials Page 11,CharField,0,0,0,NULL,NULL,15
1064,1,2012-09-07 15:11,lisa,7,Subject#: Page 11,subjectNumberPg11,Subject #: Page 11,CharField,0,0,0,NULL,NULL,25
1065,1,2012-09-07 15:15,lisa,7,5.  Medications prescribed at 90 days:,5MedicationsPrescribedAt90Days,5.  Medications prescribed at 90 days:,BigIntegerField,0,0,0,NULL,NULL,NULL
1066,1,2012-09-07 15:15,lisa,7,AspirinPage11,aspirinPage11,AspirinPage11,BooleanField,0,0,0,NULL,NULL,NULL
1067,1,2012-09-07 15:16,lisa,7,Clopidogrel Page 11,clopidogrelPage11,Clopidogrel Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1068,1,2012-09-07 15:17,lisa,7,Aggrenox Page 11,aggrenoxPage11,Aggrenox Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1069,1,2012-09-07 15:18,lisa,7,Heparin (full dose therapeutic) Page 11,heparinFullDoseTherapeuticPage11,Heparin (full dose therapeutic) Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1070,1,2012-09-07 15:18,lisa,7,Statin Page 11,statinPage11,Statin Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1071,1,2012-09-07 15:19,lisa,7,Coumadin Page 11,coumadinPage11,Coumadin Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1072,1,2012-09-07 15:19,lisa,7,Dabigatran Page 11,dabigatranPage11,Dabigatran Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1073,1,2012-09-07 15:20,lisa,7,Rivaroxaban Page 11,rivaroxabanPage11,Rivaroxaban Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1074,1,2012-09-07 15:21,lisa,7,Insulin Page 11,insulinPage11,Insulin Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1075,1,2012-09-07 15:21,lisa,7,Biguanides Page 11,biguanidesPage11,Biguanides Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1076,1,2012-09-07 15:22,lisa,7,Other OHA's Page 11,otherOHASPage11,Other OHA's Page 11,BooleanField,0,0,0,NULL,NULL,NULL
1077,1,2012-09-07 15:23,lisa,7,6.  Classification/Etiology:,6ClassificationEtiology,6.  Classification/Etiology:,BigIntegerField,0,0,0,NULL,NULL,NULL
1078,1,2012-09-07 15:47,lisa,7,Extracranial Large Artery Disease,extracranialLargeArteryDisease,Extracranial Large Artery Disease,BooleanField,0,0,0,NULL,NULL,NULL
1079,1,2012-09-07 15:49,lisa,7,Intracranial Artery Disease,intracranialArteryDisease,Intracranial Artery Disease,BooleanField,0,0,0,NULL,NULL,NULL
1080,1,2012-09-07 15:54,lisa,7,Cardioembolic,cardioembolic,Cardioembolic,BooleanField,0,0,0,NULL,NULL,NULL
1081,1,2012-09-07 15:55,lisa,7,Other Causes: ,otherCauses,Other Causes:,BooleanField,0,0,0,NULL,NULL,NULL
1082,1,2012-09-07 15:56,lisa,7,Specify:,specify,Specify:,CharField,0,0,0,NULL,NULL,100
1083,1,2012-09-07 15:56,lisa,7,Undetermined,undetermined,Undetermined,BooleanField,0,0,0,NULL,NULL,NULL
1084,1,2012-09-07 15:57,lisa,7,Signature Page 11,signaturePg11,Signature Page 11,CharField,0,0,0,NULL,NULL,50
1085,1,2012-09-07 15:57,lisa,7,Date Page 11,datePage11,Date Page 11,DateField,0,0,0,NULL,NULL,NULL
1086,1,2012-09-07 16:01,lisa,7,Please return forms to Stroke Research RN.  Call 403.944.2863 or page #04753Pg11,plsReturnFormsToStrokeResearchRNCall4039442863orPage0473Pg11,Please return forms to Stroke Research RN.  Call 403.944.2863 or page #04753Pg11,BigIntegerField,0,0,0,NULL,NULL,NULL
982,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIMotSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
983,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIMotDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
984,1,0000-00-00 00:00:00,mwloweri,2,Nighttime Behaviours,NPINightTimeBehaviours,DESC,RadioButton,1,1,0,NULL,NULL,NULL
985,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPINigBehSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
986,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPINigBehDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
987,1,0000-00-00 00:00:00,mwloweri,2,Appetite and Eating,NPIAppetiteEating,DESC,RadioButton,1,1,0,NULL,NULL,NULL
988,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIAppEatSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
989,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIAppEatDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
1087,1,2012-09-17 18:07,paulina,3,Current Meds-Drug-ASA,CurrentMeds_Drug_ASA,ASA currently being taken by patient,BooleanField,0,0,0,NULL,NULL,NULL
1088,1,2012-09-17 20:41,paulina,3,Current Meds-Drug-Clopidrogel,CM_Drug_Clopidrogel,Clopidrogel currently being taken by patient,BooleanField,0,0,0,NULL,NULL,NULL
1089,1,2012-09-17 21:09,paulina,3,Current Meds-Drug-Aggrenox,CM_Drug_Aggrenox,Aggrenox currently a medication taken by patient,BooleanField,0,0,0,NULL,NULL,NULL
1090,1,2012-09-17 21:19,paulina,3,Current Meds-Drug-Warfarin,CM_Drug_Warfarin,Warfarin currently being taken by patient,BooleanField,0,0,0,NULL,NULL,NULL
1091,1,2012-09-17 21:22,paulina,3,Current Meds-Drug-Full dose Haparin (SC),CM_Drug_FullDoseHeparinSC,Full dose Heparin SC currently being taken by patient,BooleanField,0,0,0,NULL,NULL,NULL
1092,1,2012-09-17 21:43,paulina,3,Current Meds-Drug-Antihyperintensives,CM_Drug_Antihyperintensives,Antihyperintensives currently being taken by patient,BooleanField,0,0,0,NULL,NULL,NULL
1093,1,2012-09-17 22:05,paulina,3,Current Meds-Drug-Oral Hypoglycemic,CM_Drug_OralHypoglycemic,Oral Hypoglycemic currently being taken by patient,BooleanField,0,0,0,NULL,NULL,NULL
1094,1,2012-09-17 22:10,paulina,3,Current Meds-Drug-Statin,CM_Drug_Statin,Statin currently being taken by patient,BooleanField,0,0,0,NULL,NULL,NULL
1095,1,2012-09-17 22:11,paulina,3,Current Meds-Drug-Other lipid lowering agent,CM_Drugs_OtherLipidLowering,Other lipid lowering agent currently being taken by patient?,BooleanField,0,0,0,NULL,NULL,NULL
1096,1,2012-09-17 22:13,paulina,3,Current Meds-Changed/Added since (year & month),CM_ASA_ChangedAdded,Was ASA changed or added-year & month.,DateField,0,0,0,NULL,NULL,NULL
1097,1,2012-09-17 22:17,paulina,3,Current Meds-Changed/Added since (year & month),CM_Clopidrogel_ChangedAdded,Was Clopidrogel changed or added-year & month-year & month,DateField,0,0,0,NULL,NULL,NULL
1098,1,2012-09-17 22:34,paulina,3,Current Meds-Aggrenox-Changed/Added since (year & month),CurrentMeds_Aggrenox_ChangedAdded,Was Aggrenox changed or added-year & month.,DateField,0,0,0,NULL,NULL,NULL
1099,1,2012-09-17 22:36,paulina,3,Current Meds-Warfarin-Changed/Added since (year & month),CM_Warfarin_ChangedAdded,Was Warfarin changed or added-year & month.,DateField,0,0,0,NULL,NULL,NULL
1100,1,2012-09-17 22:37,paulina,3,Current Meds-Full dose Haparin (SC)-Changed/Added since (year & month),CM_FullDoseHeparinSC_ChangedAdded,Was full dose Heparin SC changed/added-year & month,DateField,0,0,0,NULL,NULL,NULL
1101,1,2012-09-17 22:40,paulina,3,Current Meds-Antihyperintensive-Changed/Added since (year & month),CM_Antihyperintensive_ChangedAdded,Was Antihyperintensive changed/added-year & month.,DateField,0,0,0,NULL,NULL,NULL
1102,1,2012-09-17 22:41,paulina,3,Current Meds-Oral Hypoglycemic-Changed/Added since (year & month),CM_OralHypoglycemic_ChangedAdded,Was Oral/Hypoglycemic changed/added-year & month.,DateField,0,0,0,NULL,NULL,NULL
1103,1,2012-09-17 22:43,paulina,3,Current Meds-Statin-Changed/Added since (year & month),CM_Statin_ChangedAdded,Was Statin changed/added-year & month,DateField,0,0,0,NULL,NULL,NULL
1104,1,2012-09-17 22:44,paulina,3,Current Meds-Other lipid lowering agent-Changed/Added since (year & month),CM_Meds_OtherLipid_ChangedAdded,Was other lipid lowering agent changed/added-year & month.,DateField,0,0,0,NULL,NULL,NULL
1105,1,2012-09-18 18:03,paulina,3,RN signature,RN_Signature,Signature of RN,CharField,0,0,0,NULL,NULL,30
1106,1,2012-09-18 18:03,paulina,3,RN Signature date,RN_Signature_Date,Date signed by RN,DateField,0,0,0,NULL,NULL,NULL
1107,1,2012-09-18 18:21,paulina,3,FEQ-Onset of the FIRST FOCAL neurological symptom (not last seen normally)-Date/Time,FEQ_Onset_FirstFocal_DateTime,Date and time of first focal neurological symptom,DateTimeField,0,0,0,NULL,NULL,NULL
1108,1,2012-09-18 18:24,paulina,3,FEQ-Onset of the FIRST FOCAL neurological symptom (not last seen normally)-Present upon awakening,FEQ_Onset_FirstFocal_PresentAwake,Was first focal neurological symptom present upon awakening,BooleanField,0,0,0,NULL,NULL,NULL
1109,1,2012-09-18 19:27,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Face-Right,FEQ_Lat_SensoryFeat_Face_Right,Sensory symptoms of face on right side,BooleanField,0,0,0,NULL,NULL,NULL
1118,1,2012-09-18 19:56,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Face (Left)-Total duration of individual symptom,FEQ_Lat_SensoryFeat_FaceLeft_TotalDuration,Total duration of individual symptom in face (left),BigIntegerField,0,0,0,NULL,NULL,NULL
1117,1,2012-09-18 19:52,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Face-Left,FEQ_Lat_SensoryFeat_Face_Left,Sensory symptoms of face on left side,BooleanField,0,0,0,NULL,NULL,NULL
1116,1,2012-09-18 19:51,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Face-Ongoing,FEQ_Lat_SensoryFeat_Face_Ongoing,Was sensory symptom ongoing in face,BooleanField,0,0,0,NULL,NULL,NULL
1115,1,2012-09-18 19:49,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Face-Total duration of individual symptom,FEQ_Lat_SensoryFeat_Face_TotalDuration,Total duration of individual symptom in face,BigIntegerField,0,0,0,NULL,NULL,NULL
1114,1,2012-09-18 19:44,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Face-Length of time since 1st symptom onset (i.e. 1st symptom is 0),FEQ_Lat_SensoryFeat_Face_Length,Length of time since 1st onset,BigIntegerField,0,0,0,NULL,NULL,NULL
1119,1,2012-09-18 20:06,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Face (Left)-Ongoing,FEQ_Lat_SensoryFeat_FaceLeft_Ongoing,Sensory symtoms in face (left) ongoing,BooleanField,0,0,0,NULL,NULL,NULL
1120,1,2012-09-18 20:08,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Arm-Right,FEQ_Lat_SensoryFeat_Arm_Right,Sensory symptoms of arm on right side,BooleanField,0,0,0,NULL,NULL,NULL
1121,1,2012-09-18 20:09,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Arm-Length of time since 1st symptom onset (i.e. 1st symptom is 0),FEQ_Lat_SensoryFeat_Arm_Length,Length of time since 1st onset in arm,BigIntegerField,0,0,0,NULL,NULL,NULL
1122,1,2012-09-18 20:10,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Arm-Total duration of individual symptom,FEQ_Lat_SensoryFeat_Arm_TotalDuration,Total duration of individual symptom in arm,BigIntegerField,0,0,0,NULL,NULL,NULL
1123,1,2012-09-18 20:30,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Arm-Ongoing,FEQ_Lat_SensoryFeat_Arm_Ongoing,Sensory symptoms ,BooleanField,0,0,0,NULL,NULL,NULL
1124,1,2012-09-18 20:41,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Arm-Left,FEQ_Lat_SensoryFeat_Arm_Left,Sensory symptoms of arm on left side,BooleanField,0,0,0,NULL,NULL,NULL
1125,1,2012-09-18 20:47,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Arm (Left)-Length of time since 1st symptom onset (i.e. 1st symptom is 0),FEQ_Lat_SensoryFeat_ArmLeft_Length,Length of time since 1st onset in arm (left),BigIntegerField,0,0,0,NULL,NULL,NULL
1126,1,2012-09-18 20:50,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Arm (Left)-Total duration of individual symptom,FEQ_Lat_SensoryFeat_ArmLeft_TotalDuration,Total duration of individual symptom in arm (left),BigIntegerField,0,0,0,NULL,NULL,NULL
1127,1,2012-09-18 20:53,,0,FEQ-Lateralized Symptoms-Sensory/Feature-Arm (Left)-Ongoing,FEQ_Lat_SensoryFeat_ArmLeft_Ongoing,Sensory symtoms in arm (left) ongoing,BooleanField,0,0,0,NULL,NULL,NULL
1128,1,2012-09-18 21:01,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Hand-Right,FEQ_Lat_SensoryFeat_Hand_Right,Sensory symptoms of hand on right side,BooleanField,0,0,0,NULL,NULL,NULL
1129,1,2012-09-18 21:02,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Hand-Length of time since 1st symptom onset (i.e. 1st symptom is 0),FEQ_Lat_SensoryFeat_Hand_Length,Length of time since 1st onset in hand,BigIntegerField,0,0,0,NULL,NULL,NULL
1130,1,2012-09-18 22:03,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Hand-Total duration of individual symptom,FEQ_Lat_SensoryFeat_Hand_TotalDuration,Total duration of individual symptom in hand,BigIntegerField,0,0,0,NULL,NULL,NULL
1131,1,2012-09-18 22:14,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Hand-Ongoing,FEQ_Lat_SensoryFeat_Hand_Ongoing,Sensory symtoms in hand ongoing,BooleanField,0,0,0,NULL,NULL,NULL
1132,1,2012-09-18 22:16,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Hand-Left,FEQ_Lat_SensoryFeat_Hand_Left,Sensory symptoms of hand on left side,BooleanField,0,0,0,NULL,NULL,NULL
1133,1,2012-09-18 22:18,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Hand (Left)-Length,FEQ_Lat_SensoryFeat_HandLeft_Length,Length of time since 1st onset in hand (left),BigIntegerField,0,0,0,NULL,NULL,NULL
1134,1,2012-09-18 22:19,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Hand (Left)-Total duration of individual symptom,FEQ_Lat_SensoryFeat_HandLeft_TotalDuration,Total duration of individual symptom in hand (left),BigIntegerField,0,0,0,NULL,NULL,NULL
1135,1,2012-09-18 22:20,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Hand (Left)-Ongoing,FEQ_Lat_SensoryFeat_HandLeft_Ongoing,Sensory symtoms in hand (left) ongoing,BooleanField,0,0,0,NULL,NULL,NULL
1136,1,2012-09-18 22:26,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Torso-Right,FEQ_Lat_SensoryFeat_Torso_Right,Sensory symptoms of  torso on right side,BooleanField,0,0,0,NULL,NULL,NULL
1137,1,2012-09-18 22:27,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Torso-Length of time since 1st symptom onset (i.e. 1st symptom is 0),FEQ_Lat_SensoryFeat_Torso_Length,Length of time since 1st onset in torso,BigIntegerField,0,0,0,NULL,NULL,NULL
1138,1,2012-09-18 22:32,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Torso-Total duration of individual symptom,FEQ_Lat_SensoryFeat_Torso_TotalDuration,Total duration of individual symptom in torso,BigIntegerField,0,0,0,NULL,NULL,NULL
1139,1,2012-09-18 22:34,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Torso-Ongoing,FEQ_Lat_SensoryFeat_Torso_Ongoing,Sensory symtoms in torso ongoing,BooleanField,0,0,0,NULL,NULL,NULL
1140,1,2012-09-18 22:37,paulina,3,FEQ-Lateralized Symptoms-Sensory/Feature-Torso-Left,FEQ_Lat_SensoryFeat_Torso_Left,Sensory symptoms of torso on left side,BooleanField,0,0,0,NULL,NULL,NULL
